docid	charname	charid	gender	pubdate	words
coo.31924013236355	Ferrers	coo.31924013236355|Ferrers	m	1929	??? talked going writing arrived slammed speak clap wanted pick say probing got bursting want spoken did learned read recommended go go was gazing wanted lie blamed found let looked loved walked heard plunged devised tried saw was banged took altered got got wrote asked stop triumphed stirred heard say wrote raved said was hated gone staggered broken doubt imagined rosegarlanded come wrote realised trampled shouted thundering stay wanted come talk lectured believed had wanted began said saying sitting said opened ??? cried said walk voice arm arm arm cap speech hand eyes books manner form feelings arms enemy moment ideal term own ears place country feet slumber loyalty toys nursery study friendship clearing-ground study temperament cursing man man full different man revolutionary different persons dreamer fast ideal intolerant safe queen master optimistic preacher leader was-told was-saw was-hate was-worshipped was-interested was-engaged was-caught was-asking was-asked was-shot was-fallen was-misled was-misled
coo.31924013236355	Clarke	coo.31924013236355|Clarke	m	1929	let looked imposing sat began stirred using discovered inspected is got answered rolled got had expect addressed nerving paying got trying told said found asked listened ??? had started gone got heard thundered said read read saw walked heard heard realised had wished left loved loved asked had looked mucked had dealt sat reign study back eyes bed tunic duty home last study position head way hat ideas days tall fanatic ??? second man prefect man discom quiet popular head ready man miserable was-run was-answered was-reached was-had was-began was-known was-beaten was-advised was-asked was-trembled
coo.31924013236355	Burgoyne	coo.31924013236355|Burgoyne	m	1929	led get went doing men best house diamond colour was-laughed was-knew was-bribing
coo.31924013236355	Jenks	coo.31924013236355|Jenks	m	1929	spun thought repeated had went had seen persuaded looked gown fond small was-watch
coo.31924013236355	Davenport	coo.31924013236355|Davenport	f	1929	lived contracted returned got turned preparing thanked said did said said made reply went said said come drop made said said said wrong was-promoted was-ask was-told was-suggested was-missed
coo.31924013236355	Finnemore	coo.31924013236355|Finnemore	u	1929	asked sat looked written lived ask published supezintended knew set think listen wrote informed sat overwhelmed evil was-observed was-caught
coo.31924013236355	Bradford	coo.31924013236355|Bradford	m	1929	began rose bawled said told ??? con won began said came laughed joined caught was went looked took bowled took bowling managed interpretation house prefects choice ??? force captain frightened nervous was-tell was-seizing was-caught
coo.31924013236355	Betteridge	coo.31924013236355|Betteridge	m	1929	captained was walked heard said smiled used announced said don care sat intoned arose was listened sat rushed listened tore appeared enjoyed talking coming is going said swears strolled come said have looked said hated passed smiled do set stretched walked said chosen started found had realised decided thought was went asked paying thinking drew hack had say had said ??? formed got came sat said said said collect pressed understood known felt leaving opinion head life inclinations reverie position life aims life temperament management senses fast athlete athlete freethinker man secretary aware enthusiastic antagonist man was-murmured was-struck was-meet was-led was-allow was-murmured was-help was-sent was-fetch was-shouted was-left
coo.31924013236355	Archie	coo.31924013236355|Archie	m	1929	had reduced suffering received found had examined had went doing overstepped saw received went repeated watched rushing see was had look did see said announced ??? is signed stop collapsed hear babbled translate began get gave have be devised searched purchased cut said con asked do bore said want had performed stole said cap love faults weaknesses genius study preparation study back impressions person singing full was-tted was-tired was-picked was-did was-hurt was-see was-use was-insisted was-prophesied said-look said-sport said-done said-wrong said-stuff said-ass said-jenks said-look said-yours said-ten said-minutes said-four said-tremendous said-howlers said-sums said-reproduced said-paper said-work said-collected said-morning said-nothing said-heard said-till said-next said-day said-thought said-quite said-safe said-ceased said-take said-interest said-matter said-form said-working said-riders said-quietly said-suddenly said-jenks said-tired said-voice said-murmured said-caruthers said-copy said-algebra said-sir said-jenks said-rather said-fond said-asking said-leading said-questions said-caruthers said-rather said-tired said-fool said-bound said-same said-answer said-copy said-caruthers said-sir said-camthers said-paper
coo.31924013236355	Emmie	coo.31924013236355|Emmie	f	1929	lay seemed name hair ??? wildly arms ??? hair elbow lips hair face hair was-wailed was-sat was-see
coo.31924013236355	VanHepworth	coo.31924013236355|VanHepworth	m	1929	left left left had written written felt read has name day notebook specialists name career was-seen was-read
coo.31924013236355	Turner	coo.31924013236355|Turner	m	1929	said boasted went changed made cursed caught lost gave suit peg blazer trousers head insigni man cause was-asked was-possessed
coo.31924013236355	Foster	coo.31924013236355|Foster	m	1929	was get get longed start cut did stopped hoist had played held showed honoured sat had needed returned told beaten knocked speak read come left said went taking slipped walked let cap cap own presence reports hand back hands back term reserves admiration captain half was-classed was-welcomed was-tell was-put was-left was-drawled
coo.31924013236355	Mansell	coo.31924013236355|Mansell	m	1929	posted did tried sits take perform were ??? don realising began counted discussing broke said going cursed said getting getting got tried worked ??? looked came endeavoured ask relied do decided showed ??? returned protested said put managed said assumed thought got put said looked found enrol stand made bungling ??? picked smiled played played lying entered exaggerated said was made gone addressed thundered reading got failed banged said ??? rolled saw stole protested said said swore stay was gone mishit left was said leapt works said said ??? see knows got saw kicked kicked left enter banged was had were thought thought said laughed understood get walked chanting said swore declared came smiled talking saying ??? said stepped feel done smiled looked know wanted do decided think go begun outgrew was want coming said rolled ??? ??? wandered sat took have liked hated rush remarked becoming loved got slept slept occupied shrieking had rolled heard fell realised said wait j said leaving stood seemed said remained wondered outlived taking meant walked said make had book nose handkerchief coat performances chances apology name pater watch right bike own years euripides bohn game feet cockbum life prize chest friends books bible seconds seconds books personality friends soul quali temper temper views own firsts time bed feet hopes shirts day source man fond wrong certain certain high nonentity outside able captain dead able indignant sympathetic aware chap sure same older was-reached was-pleased was-have was-ask was-looked was-spotted was-averaged was-answered was-shouted was-tell was-whispered was-beat was-caught was-concemed was-shouted was-bawled was-shouted was-have was-see was-understand was-answered was-worried was-admired was-hated was-pack
coo.31924013236355	Byron	coo.31924013236355|Byron	m	1929	lived discovered found ??? shattered was saw overthrown protesting beaten asked saw soul life imagination imagination ??? preacher was-love was-run
